arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2401.10988 ," Fri, 19 Jan 2024 19:02:17 GMT  (25kb,D) ", A closer look at post-decay $t \bar t$ entanglement , J. A. Aguilar-Saavedra , hep-ph hep-ex , LaTeX 17 pages , IFT-UAM/CSIC-24-8 ,NA,NA,"   Top pair production is ideally suited to observe post-decay entanglement, thus providing a novel test of quantum mechanics. We provide top polarised decay amplitudes that can be used to compute semi-analytical predictions and, in particular, to better understand {\em why} the post-decay entanglement arises. We obtain predictions for the LHC, identifying general phase space regions where experimental measurements of $tW$ entanglement are feasible. We also give predictions for polarised $e^+ e^-$ collisions, focusing on the possibility that the post-decay $tW$ entanglement is larger than the $t \bar t$ one. ",https://arxiv.org/abs/2401.10988,0
arXiv:2401.11106 ," Sat, 20 Jan 2024 03:37:00 GMT  (75kb) ", Study on the mixing of $\Xi_c$ and $\Xi'_c$ by the transition  $\Xi_{b}\to\Xi^{(')}_c$ ," Hong-Wei Ke, Gang-Yang Fang and Yan-Liang Shi ", hep-ph hep-ex ," 12 pages, 4 figures and 8 tables ",NA,NA,NA,"   Recently, the LHCb collaboration has observed the decays $\Xi^0_{b}\to\Xi^+_{c}D^-_s$ and $\Xi^-_{b}\to\Xi^0_{c}D^-_s$. They measured the relative branching fractions times the ratio of beauty-baryon production cross-sections $\mathcal{R}(\frac{\Xi^0_b}{\Lambda_b})\equiv\frac{\sigma(\Xi_b^0)}{\sigma(\Lambda^0_b)}\times\frac{B(\Xi^0_{b}\to\Xi^+_{c}D^-_s)}{B(\Lambda^0_{b}\to\Lambda^+_{c}D^-_s)}$ and $\mathcal{R}(\frac{\Xi^-_b}{\Lambda_b})\equiv\frac{\sigma(\Xi^-_b)}{\sigma(\Lambda^0_b)}\times\frac{B(\Xi^-_{b}\to\Xi^0_{c}D^-_s)}{B(\Lambda^0_{b}\to\Lambda^+_{c}D^-_s)}$. Once the ratio $\frac{\sigma(\Xi_b^0)}{\sigma(\Lambda^0_b)}$ or $\frac{\sigma(\Xi_b^-)}{\sigma(\Lambda^0_b)}$ is known, one can determine the relative branching fractions which can be used to exam the mixing of $\Xi_c$ and $\Xi'_c$. In previous literature, $\Xi_c$ and $\Xi'_c$ were assumed to belong to SU(3)$_F$ antitriple and sextet, respectively. However, recent experimental measurements such as the ratio $\Gamma(\Xi_{cc}\to\Xi_c\pi^+)/\Gamma(\Xi_{cc}\to\Xi'_c\pi^+)$ indicate the spin-flavor structures of $\Xi_{c}$ and $\Xi'_{c}$ are a mixture of $\Xi^{\bar 3}_{c}$ and $\Xi^{6}_{c}$. The exact value of mixing angle $\theta$ is still under debate. In theoretical models, the mixing angle was fitted to be about $16.27^\circ\pm2.30^\circ$ or $85.54^\circ\pm2.30^\circ$ based on decay channels $\Xi_{cc} \to\Xi^{(')}_{cc} $. While in lattice calculation, a small angle ($1.2^\circ\pm0.1^\circ$) is preferred. To address such discrepancy and test the mixing of $\Xi_c$ and $\Xi'_c$, here we propose the analysis of semileptonic and non-leptonic decays of $\Xi_{b}\to\Xi_{c}$ and $\Xi_{b}\to\Xi^{'}_{c}$. We calculate the decay rate of $\Xi_{b}\to\Xi_{c}$ and $\Xi_{b}\to\Xi^{'}_{c}$ based on light-front quark model and study the effect of the mixing angle on the ratios of weak decays $\Xi_{b}\to\Xi_{c}$ and $\Xi_{b}\to\Xi^{'}_{c}$..... ",https://arxiv.org/abs/2401.11106,0
arXiv:2401.11186 ," Sat, 20 Jan 2024 09:51:37 GMT  (323kb,D) ", $\pi$- and $K$-meson properties for large $N_f$ and $N_c$ ," Aftab Ahmad, Mumtaz Khan ", hep-ph nucl-th ," 11 pages, 16 figures ",NA,NA,NA,"   Dynamical chiral symmetry restoration for higher number of light quark flavors $N_f$ and breaking for higher number of colors $N_c$ implies the suppression and enhancement of the dynamically generated quark mass. The study of various larger values of number of colors and flavors may have greater impact on the internal structure of light hadrons. In this work, we study the properties of the pion and kaon, such as mass, condensate, and leptonic decay constant, for various $N_f$ and $N_c$. We use the symmetry-preserving vector-vector flavor-dependent contact interaction model of quark. The dynamical quark masses are calculated by using the Schwinger-Dyson equation (SDE). The masses of the pion and kaon for different values of $N_f$ and $N_c$ are determined using the homogeneous Bethe-Salpeter equation. For fixed $N_f=2$ and $N_c$ is increased, the dynamically generated quark mass ( mass of up and down quarks), strange quark mass, meson in-condensate, and decay constant, all increases. The pion mass remains approximately constant until $N_c$ reaches around 6.5, after which it grows rapidly. On the other hand, the kaon mass increases slowly with increasing $N_c$ until it reaches approximately $N_c=7.5$, beyond which it rises quickly. When $N_c=3$ is fixed at and various values of $N_f$ are considered, all the parameter values decrease as a function of $N_f$, except for the pion and kaon mass, which increase above a critical value of $N_f$ around $8$. This is the region where chiral symmetry is restored, and the pion and kaon behave as free particles, similar to their behavior in the presence of a heat bath. The results obtained for fixed $N_f=2$ and $N_c=3$ are fairly in decent agreement with experimentally calculated statistics and previous model calculations based on the Schwinger-Dyson equation (SDE) and Bethe-Salpeter equation (BSE). ",https://arxiv.org/abs/2401.11186,0
arXiv:2401.11211 ," Sat, 20 Jan 2024 11:28:09 GMT  (61kb) ", Squeezed correlations of bosons with nonzero widths for expanding  sources , Yong Zhang and Peng Ru , hep-ph ," 8 pages, 6 figures ",NA,NA,NA,"   We explore the squeezed back-to-back correlation (SBBC) and investigate how the squeezing effect influences the Hanbury Brown-Twiss (HBT) interferometry using an expanding Gaussian source with non-zero width. The SBBC and HBT of $D^0$ and $\phi$ mesons with finite in-medium widths are studied. The expanding flow of the source may enhance the SBBC strength of $D^0{\bar D}^0$ and $\phi\phi$ in the low momentum region but suppress the SBBC in the larger momentum region. The squeezing effect suppresses the influence of flow on the HBT radii, which is significant for two identical bosons with large pair momentum or with large mass. Due to the squeezing effect, the relationship between the HBT radii and the pair momentum exhibits non-flow behavior for $D^0D^0$ pair. Likewise, non-flow behavior also appears in the HBT radii of $\phi\phi$ with large pair momentum. This phenomenon may bring new insights for studying the squeezing effect. ",https://arxiv.org/abs/2401.11211,0
arXiv:2401.11275 ," Sat, 20 Jan 2024 17:11:59 GMT  (1452kb) ", Heavy ion collisions from 62.4 AGeV down to 4 AGeV in the EPOS4  framework ," K. Werner, J. Jahan, I. Karpenko, T. Pierog, M. Stefaniak, D. Vintache ", hep-ph nucl-th ," 19 pages, 29 figures. arXiv admin note: text overlap with  arXiv:2310.09380 ",NA,NA,NA,"   The EPOS4 project is an attempt to construct a realistic model for describing relativistic collisions of different systems, from proton-proton ($pp$) to nucleus-nucleus ($AA$), at energies from several TeV per nucleon down to several GeV. We argue that a parallel scattering formalism (as in EPOS4) is relevant for primary scatterings in AA collisions above 4 AGeV, whereas sequential scattering (cascade) is appropriate below. We present briefly the basic elements of EPOS4, and then investigate heavy ion collisions from 62.4 AGeV down to 4 AGeV, to understand how physics changes with energy, studying in particular the disappearance of the fluid component at low energies. ",https://arxiv.org/abs/2401.11275,0
arXiv:2401.11320 ," Sat, 20 Jan 2024 20:45:02 GMT  (821kb) ", The $X(3872)$ to $\psi (2S)$ yield ratio in heavy-ion collisions ," L. M. Abreu, F. S. Navarra, H. P. L. Vieira ", hep-ph nucl-th ," 10 pages, 10 figures ",NA,NA,NA,"   In this work we evaluate the $X(3872)$ to $ \psi (2S) $ yield ratio ($N_X/N_{\psi(2S)}$) in Pb Pb collisions, taking into account the interactions of the $\psi (2S) $ and $ X(3872)$ states with light mesons in the hadron gas formed at the late stages of these collisions. We employ an effective Lagrangian approach to estimate the thermally-averaged cross sections for the production and absorption of the $\psi(2S)$ and use them in the rate equation to determine the time evolution of $N_{\psi(2S)}$. The multiplicity of these states at the end of mixed phase is obtained from the coalescence model. The multiplicity of $X(3872)$, treated as a bound state of $(D\bar D^{*} + c.c.)$ and also as a compact tetraquark, was already calculated in previous works. Knowing these yields, we derive predictions for the ratio ($N_X/N_{\psi(2S)}$) as a function of the centrality, of the center-of-mass energy and of the charged hadron multiplicity measured at midrapidity $[dN_{ch}/d\eta \,(\eta<0.5)]$. Finally, we make predictions for this ratio in Pb Pb collisions at $\sqrt{s_{NN}} = 5.02$ TeV to be measured by the ALICE Collaboration in the Run 3. ",https://arxiv.org/abs/2401.11320,0
arXiv:2401.11350 ," Sun, 21 Jan 2024 00:13:07 GMT  (868kb,D) ", A study of experimental sensitivities to nucleon parton distributions  with xFitter , Lucas Kotz , hep-ph ," 11 pages, 11 figures ", SMU-PHY-23-07 ,NA,NA,"   In collider physics, parton distribution functions (PDFs) play a crucial role in computing theoretical cross sections for scattering reactions. This study explores how different experimental data sets influence extracted PDFs in CTEQ-TEA and MSHT NNLO PDF analyses. To gauge the impact of experimental data, including the HERA and ZEUS combined charm and beauty production, LHCb 7 TeV charm and beauty production, and CMS 2.76 TeV W+c production, I utilize the $L_2$ sensitivity in the Hessian framework as a visual representation of their respective impacts. This sensitivity quantifies the statistical pulls on individual data sets against the best-fit PDFs, facilitating the identification of tensions among competing data sets. Using the QCD fitting framework xFitter, I extract the necessary values for plotting $L_2$ sensitivities for eight distinct data sets implemented in the program, employing recent PDF sets from the CTEQ-TEA and MSHT groups. The computed $L_2$ sensitivities estimate the potential impact of the examined data sets. ",https://arxiv.org/abs/2401.11350,0
arXiv:2401.11423 ," Sun, 21 Jan 2024 08:03:33 GMT  (171kb) ", Pair production of the singlet vector-like B quark at the CLIC ," Jin-Zhong Han, Yao-Bei Liu, Shi-Yu Xu ", hep-ph ," 17 pages, 6 figures. arXiv admin note: text overlap with  arXiv:2112.15044 ",NA," Eur. Phys. J. C 84, 61 (2024) ", 10.1140/epjc/s10052-023-12362-5 ,"   Vector-like quarks~(VLQs) are a common feature of many scenarios of new physics beyond the Standard Model~(SM), which generally decay into a SM third-generation quark with a SM gauge boson, or a Higgs boson. The presence of a new exotic decay mode of VLQs will reduce the branching ratios of these standard decay modes and thus relax the current mass exclusion limits from LHC experiments. Based on a model-independent framework, we investigate the prospect of discovering the pair production of the weak-singlet VLQ-$B$ at the future 3-TeV Compact Linear Collider~(CLIC), by focusing on the final states including one $Z$ boson and four $b$-jets via two types of modes: $Z\to \ell^{+}\ell^{-}$ and $Z\to \nu\bar{\nu}$. By performing a rapid detector simulation of the signal and background events, and considering the initial state radiation and beamstrahlung effects, the exclusion limit at the 95\% confidence level and the $5\sigma$ discovery prospects are respectively obtained on the branching ratio of $B\to bZ$ and the VLQ-$B$ masses at the future 3-TeV CLIC with an integrated luminosity of 5 ab$^{-1}$. ",https://arxiv.org/abs/2401.11423,0
arXiv:2401.11440 ," Sun, 21 Jan 2024 09:41:08 GMT  (342kb,D) ", Pion-production cross sections in neutrino reactions for studying  generalized parton distributions of the nucleon ," Xurong Chen, S. Kumano, R. Kunitomo, Siyu Wu and Ya-Ping Xie ", hep-ph ," 15 pages, 14 figures ",NA,NA,NA,"   Gravitational form factors of hadrons provide information on mass and pressure distributions in the hadrons, and they have been investigated by generalized parton distributions (GPDs). The GPDs also contain information on internal compositions of hadron spins. Understanding on the origin of hadron masses, pressures, and spins is an important topic not only in hadron physics but also as fundamental physics, and it should be clarified by the GPD studies. The spacelike and timelike GPDs have been measured at charged-lepton accelerator facilities, for example, by the virtual Compton scattering and the two-photon process, respectively. In this work, we show the $\pi^\pm$ and $\pi^0$ production cross sections in neutrino (antineutrino) reactions $\nu \,(\bar\nu) + N \to \ell + \pi + N'$ for measuring the GPDs of the nucleon by using the theoretical formalism of Pire, Szymanowski, and Wagner. The $\pi^\pm$-production cross sections are useful for determining gluon GPDs, whereas the $\pi^0$ production probes quark GPDs. In particular, we show the roles of the pion- and rho-pole terms, the contribution from each GPD term ($H$, $E$, $\tilde H$, $\tilde E$), the effects of the gluon GPDs $H_g$ and $E_g$, and the effects of the reaction energy on the neutrino cross sections. The $\pi^0$-production cross section is sensitive to the quark GPDs including the pion- and rho-pole GPD terms in the Efremov-Radyushkin-Brodsky-Lepage region. These cross sections could be measured at Fermilab in future. The neutrino GPD studies will play a complementary role to the projects of charged-lepton and hadron reactions for determining the accurate GPDs. ",https://arxiv.org/abs/2401.11440,0
arXiv:2401.11442 ," Sun, 21 Jan 2024 09:44:23 GMT  (694kb,D) ", Deriving the QCD evolution equations under the Abelian decomposition  scheme ," Yirui Yang, Wei Kou, Xiaopeng Wang, Yanbing Cai, Xurong Chen ", hep-ph ," 19 pages, 6 figures ",NA,NA,NA,"   The Abelian decomposition of QCD reveals two types of gluons: color-neutral ``neurons"" and color-carrying ``chromons"". This classification does not alter the overall properties of QCD, but the investigation of different types of gluon dynamics is necessary. By employing the Cho-Duan-Ge decomposition theorem, we have derived dynamic evolution equations for two types of gluons by using the time-ordered perturbation theory. We propose that the new equations are compatible with the DGLAP equations, requiring only the separate contributions of neurons and chromons to be summed. Surprisingly, with the evolution to high $Q^2$, the ratio of the number of chromons to neurons is approximately 3:1 in small-$x$ region regardless of the inputs at evolution starting point. The new gluon dynamic equations reevaluate the gluon distribution functions and allow for a elaborate inverstigation of the distinct contributions of gluons in high-energy collisions. ",https://arxiv.org/abs/2401.11442,0
arXiv:2401.11513 ," Sun, 21 Jan 2024 14:52:39 GMT  (1655kb,D) ", Exploring the Truth and Beauty of Theory Landscapes with Machine  Learning ," Konstantin T. Matchev, Katia Matcheva, Pierre Ramond, Sarunas Verner ", hep-ph cs.LG ," 13 pages, 9 figures. arXiv admin note: text overlap with  arXiv:2311.00087 ",NA,NA,NA,"   Theoretical physicists describe nature by i) building a theory model and ii) determining the model parameters. The latter step involves the dual aspect of both fitting to the existing experimental data and satisfying abstract criteria like beauty, naturalness, etc. We use the Yukawa quark sector as a toy example to demonstrate how both of those tasks can be accomplished with machine learning techniques. We propose loss functions whose minimization results in true models that are also beautiful as measured by three different criteria - uniformity, sparsity, or symmetry. ",https://arxiv.org/abs/2401.11513,0
arXiv:2401.11552 ," Sun, 21 Jan 2024 17:54:05 GMT  (1193kb,D) ", Correlating $B\to K^{(\ast)} \nu\bar{\nu}$ and flavor anomalies in SMEFT ," Feng-Zhi Chen, Qiaoyi Wen, Fanrong Xu ", hep-ph nucl-th ," 24 pages, 2 figures, 3 tables ",NA,NA,NA,"   The recent measurement of $\mathcal{B}(B^+\to K^+\nu\bar{\nu})$ by Belle-II reveals a $2.8~\sigma$ deviation from the Standard Model (SM) prediction. Combining this with a prior Belle measurement of $\mathcal{B}(B^{0}\to K^{\ast0}\nu\bar{\nu})$, the upper bound of the ratio $\mathcal{B}(B^{0}\to K^{\ast0}\nu\bar{\nu})/\mathcal{B}(B^+\to K^+\nu\bar{\nu})$ is notably smaller than the SM prediction. In this work, tensions are solved within the framework of Standard Model Effective Field Theory (SMEFT). Flavor observables, described by Low-Energy Effective Field Theory (LEFT) operators, are interconnected by SMEFT at the electroweak scale. Utilizing a set of only four SMEFT operators, the FCNC process $b\to s\nu\bar{\nu}$ is correlated with $b\to s\ell^+\ell^-$, $b\to u_i\ell\bar{\nu}$, $u_j\to s\ell\bar{\nu}$, $u_j\to u_i\nu\bar{\nu}$, and $u_j\to u_i\ell^+\ell^-$. Subsequently, we obtain the latest ranges of Wilson coefficients for these four operators through a global fit that accommodates flavor anomalies such as $R_{K^{(\ast)}}$, $R_{D^{(\ast)}}$, and $\mathcal{B}(B\to K^{(\ast)}\nu\bar{\nu})$. Our findings reveal that predictions for $\mathcal{B}(B^+\to \tau^+\nu_\tau)$ and $\mathcal{B}(D_s^+\to \tau^+\nu_\tau)$ align well with measured values from Belle and BESIII, based on the fitted coefficients. The predicted branching fraction for $B^0\to K^{\ast0}\nu\bar{\nu}$ is $(1.42\pm 0.74)\times 10^{-5}$, closely approaching the current experimental upper limit. Anticipation surrounds the rare decay $B_s\to \tau^+ \tau^-$, expected in the near future with a branching fraction on the order of $10^{-4}$. ",https://arxiv.org/abs/2401.11552,-1
arXiv:2401.11623 ," Sun, 21 Jan 2024 23:25:06 GMT  (353kb,D) ", Radiative decays of X(3872) discriminate between the molecular and  compact interpretations ," B. Grinstein, L. Maiani and A.D. Polosa ", hep-ph ," 12 pages, 9 figures ",NA,NA,NA,"   Radiative decays X --> psi(1S) + gamma and X --> psi(2S) + gamma might be expected to have a ratio of branching fractions following the phase space volumes ratio. However data suggest the opposite, indicating a value for R=B(X --> psi^prime + gamma) / B(X --> psi +gamma) consistently larger than one. In this paper we present a calculation of R for both a compact Born-Oppenheimer cc-bar q-qbar state and a DD^* molecule. In the former case R~1 or larger is found, a value to be confronted with forthcoming high statistics data analyses. In the molecular picture, with D and D^* mesons described by the universal wave function used by Voloshin, Braaten and Kusunoki, we find that R would be of order 10^-2. A more precise experimental measure would be extremely helpful in clarifying the true nature of the X(3872). ",https://arxiv.org/abs/2401.11623,0
arXiv:2401.11636 ," Mon, 22 Jan 2024 00:18:38 GMT  (2403kb,D) ", New physics search via angular distribution of $B \rightarrow D^* \ell  {\nu}_{\ell}$ decay in the light of the new lattice data ," Tejhas Kapoor, Zhuo-Ran Huang and Emi Kou ", hep-ph hep-ex hep-lat ," 36 pages, 14 figures, 10 tables ",NA,NA,NA,"   In this article, we investigate the angular distribution of the \BDlnu process to search for New Physics signals. The Belle collaboration has analysed it to constraint $V_{cb}$ and the $B\to D^*$ form factors, under the assumption of the Standard Model. With the newly released lattice QCD data, we can perform a simultaneous fit of the form factors, $V_{cb}$ as well as of furthermore new physics parameters. We use the untagged Belle data and the lattice data to constrain right-handed new physics. In addition, we also generate unbinned pseudo-dataset and perform a sensitivity study on more general new physics models, along with the lattice data. ",https://arxiv.org/abs/2401.11636,0
arXiv:2401.11638 ," Mon, 22 Jan 2024 00:32:36 GMT  (87kb,D) ", Chiral perturbation theory with vector mesons and the pion form factors , Tae-Sun Park , hep-ph nucl-th ,NA,NA,NA,NA,"   The chiral perturbation theory (ChPT) of pions is extended to include vector mesons as well as pertinent degrees of freedom. By counting the typical momentum scale of vector mesons as order of $Q$ and vector meson masses as of the order of $\Lambda_\chi$, a consistent theory could be obtained. The explicit renormalization procedure of the theory is presented for the form factors of the pion up to one-loop accuracy. The resulting theory prediction for the form factors is in good agreement with the experimental data for a wide range of momentum transfers. The vector-meson dominance mechanism is also discussed in the systematic framework of ChPT. ",https://arxiv.org/abs/2401.11638,0
arXiv:2401.11710 ," Mon, 22 Jan 2024 06:24:06 GMT  (923kb,D) ", The Bayes factor surface for searches for new physics , Andrew Fowlie , hep-ph astro-ph.CO hep-ex physics.data-an ," 15 pages, 5 figures, comments welcome ",NA,NA,NA,"   The Bayes factor surface is a new way to present results from experimental searches for new physics. Searches are regularly expressed in terms of phenomenological parameters - such as the mass and cross-section of a weakly interacting massive particle. Bayes factor surfaces indicate the strength of evidence for or against models relative to the background only model in terms of the phenomenological parameters that they predict. They provide a clear and direct measure of evidence, may be easily reinterpreted, but do not depend on choices of prior or parameterization. We demonstrate the Bayes factor surface with examples from dark matter, cosmology, and collider physics. ",https://arxiv.org/abs/2401.11710,0
arXiv:2401.11822 ," Mon, 22 Jan 2024 10:35:21 GMT  (2502kb,D) ", Axions and Primordial Magnetogenesis: the Role of Initial Axion  Inhomogeneities ," Filippo Anzuini, Angelo Maggi ", hep-ph ," 18 pages, 12 figures ",NA,NA,NA,"   The relic density of dark matter in the $\Lambda$CDM model restricts the parameter space for a cosmological axion field, constraining the axion decay constant, the initial amplitude of the axion field and the axion mass. It is shown via lattice simulations how the relic density of axion-like particles with masses close to the one of the QCD axion is affected by axion-gauge field interactions and by initial axion inhomogeneities. For pre-inflationary axions, once the Hubble parameter becomes smaller than the axion mass, the latter starts to oscillate, and part of its energy density is spent producing gauge fields via parametric resonance. If the gauge fields are dark photons and Standard Model photons, the energy density of dark photons becomes higher than the one of the axion, while the high conductivity of the primordial plasma damps the oscillations of the photon field. Such a scenario allows for the production of small-scale, primordial magnetic fields, and it is found that the relic density of axions with a low decay constant are within the bounds set by the $\Lambda$CDM model, while GUT-scale axions are far too abundant. It is also shown that initial inhomogeneities of the axion field can change substantially the gauge field production, boosting or suppressing (depending on the axion parameters and couplings) the magnetogenesis mechanism with respect to an homogeneous axion field. It is found that when the axion mass is far lighter than the QCD axion model and the initial axion field is inhomogeneous, weak but cosmologically relevant magnetic field seeds can be generated on scales of the order of $0.1$ kpc. ",https://arxiv.org/abs/2401.11822,-1
arXiv:2401.11828 ," Mon, 22 Jan 2024 10:40:27 GMT  (25kb) "," The 3-3-1 model with exotic electric charges, right-handed neutrinos  with type-I+II seesaw mechanism and its effects on LFV "," Abrar Ahmada, Shakeel Mahmoodb, Farida Tahira, Wasi Uz Zamanb and  Fizza Atifb ", hep-ph , 21 pages and prepared for Journal of High Energy Physics ,NA,NA,NA,"   In this research, we propose a modified version of the 3-3-1 model, incorporating a type I+II seesaw mechanism and Z4 discrete symmetry, as a framework for investigating lepton flavor-violating (LFV) decays. This model successfully yields the left-handed neutrinos mass square difference in the eV scale, with specific values of mass square differences; and generates mixing angles that align with experimental data. Furthermore, we develop SARAH and SPheno algorithms tailored for our modified model, enabling us to estimate the magnitude of LFV observables. Our calculations indicate favorable results for various LFV branching ratios. These findings demonstrate improved agreement with experimental measurements compared to previously reported results, which typically fall within the range of 10^-2 to 10^-6. ",https://arxiv.org/abs/2401.11828,0
arXiv:2401.11964 ," Mon, 22 Jan 2024 14:11:32 GMT  (18kb) ", Fried-Yennie gauge in pseudo-QED ," Ana Mizher, Alfredo Raya, Kh\'epani Raya ", hep-ph cond-mat.other cond-mat.str-el , 11 pages ,NA,NA,NA,"   The Fried-Yennie gauge is a covariant gauge for which the mass-shell renormalization procedure can be performed without introducing spurious infrared divergences to the theory. It is usually applied in calculations in regular Quantum-Electrodynamics (QED), but it is particularly interesting to be employed in the framework of pseudo-QED (PQED), where fermions are constrained to 2+1 dimensions while external fields interacting with these fermions live in the bulk of a 3+1 space. In this context, the gauge parameter can be adjusted to match the power of the external momentum in the denominator of the photon propagator, simplifying the infrared region without the need of a photon mass. In this work we apply for the first time this machinery to PQED, generalizing the procedure to calculate the self energy in arbitrary dimensions, allowing of course for different dimensionality of fermions and gauge fields. ",https://arxiv.org/abs/2401.11964,0
arXiv:2401.11971 ," Mon, 22 Jan 2024 14:23:09 GMT  (1118kb,D) ", Plasmon-enhanced Direct Detection of sub-MeV Dark Matter ," Zheng-Liang Liang, Liangliang Su, Lei Wu and Bin Zhu ", hep-ph ," 6 pages(double column)+ 3 pages , 4 figures ",NA,NA,NA,"   Plasmon, a collective mode of electronic excitation in semiconductor materials, provides a unique avenue for the detection of light dark matter (DM). In this work, we first generalize the theoretical formalism of plasmon to treat the relativistic DM particles. We demonstrate that the plasmon resonance effect for sub-MeV DM can be significantly enhanced, particularly in scenarios of boosted DM with a light mediator. Utilizing the first data from SENSEI at SNOLAB, we derive a new strong limit on the sub-MeV DM-electron scattering cross section, which is more stringent than those from liquid detectors. ",https://arxiv.org/abs/2401.11971,-1
arXiv:2401.11978 ," Mon, 22 Jan 2024 14:29:47 GMT  (250kb,D) ", $\Lambda_{b}\rightarrow Pl$ factorization in QCD ," Lei-Yi Li, Cai-Dian L\""u, Jin Wang, Yan-Bing Wei ", hep-ph ," 13 pages, 3 figures ",NA,NA,NA,"   We calculate the form factors for the baryon number violation process of a heavy-flavor baryon decaying into a pseudoscalar meson and a lepton. In the framework of the Standard Model effective field theory, the leptoquark operators at the bottom quark scale, whose matrix elements define the form factors, are derived by integrating out the high energy physics. Under the QCD factorization approach, the form factors of the baryon number violation process at leading power can be factorized into the convolution of the long-distance hadron wave function as well as the short-distance hard and jet functions representing the hard scale and hard-collinear scale effects, separately. Based on measurements of the baryon number violation process by LHCb, we further impose constraints on the new physics constants of leptoquark operators. ",https://arxiv.org/abs/2401.11978,0
arXiv:2401.11999 ," Mon, 22 Jan 2024 14:51:01 GMT  (972kb,D) ", A new look at $b \to s$ observables in 331 models , Francesco Loparco , hep-ph hep-ex hep-lat ," latex, 26 pages, 8 figures ", BARI-TH/753-24 ,NA,NA,"   Flavour changing neutral current (FCNC) processes are described by loop diagrams in the Standard Model (SM), while in 331 models, based on the gauge group $\text{SU}(3)_C \times \text{SU}(3)_L \times \text{U}(1)_X$, they are dominated by tree-level exchanges of a new heavy neutral gauge boson $Z'$. Exploiting this feature, observables related to FCNC decays of $K$, $B_d$ and $B_s$ mesons can be considered in several variants of 331 models. The variants are distinguished by the value of a parameter $\beta$ that plays a key role in this framework. Imposing constraints on the $\Delta F = 2$ observables, we select possible ranges for the mass of the $Z'$ boson in correspondence to the values $\beta = \pm k / \sqrt{3}$, with $k = 1, 2$. The results are used to determine the impact of 331 models on $b \to s$ processes and on the correlations among them, in the light of new experimental data recently released. ",https://arxiv.org/abs/2401.11999,0
arXiv:2401.12013 ," Mon, 22 Jan 2024 14:59:11 GMT  (2477kb,D) ", Unraveling Generalized Parton Distributions Through Lorentz Symmetry and  Partial DGLAP Knowledge ," P. Dall'Olio, F. De Soto, C. Mezrag, J.M. Morgado Ch\'avez, H.  Moutarde, J. Rodr\'iguez-Quintero, P. Sznajder and J. Segovia ", hep-ph nucl-th ," 20 pages, 10 figures ",NA,NA,NA,"   Relying on the polynomiality property of generalized parton distributions, which roots on Lorentz covariance, we prove that it is enough to know them at vanishing- and low-skewness within the DGLAP region to obtain a unique extension to their entire support up to a D-term. We put this idea in practice using two methods: Reconstruction using artificial neural networks and finite-elements methods. We benchmark our results against standard models for generalized parton distributions. In agreement with the formal expectation, we obtain a very accurate reconstructions for a maximal value of the skewness as low as 20% of the longitudinal momentum fraction. This result might be relevant for reconstruction of generalized parton distribution from experimental and lattice QCD data, where computations are for now, restricted in skewness. ",https://arxiv.org/abs/2401.12013,0
arXiv:2401.12092 ," Mon, 22 Jan 2024 16:31:21 GMT  (2562kb,D) ", Discrete symmetries tested at 10$^{-4}$ precision using linear  polarization of photons from positronium annihilations ," Pawe{\l} Moskal, Eryk Czerwi\'nski, Juhi Raj, Steven D. Bass, Ermias  Y. Beyene, Neha Chug, Aur\'elien Coussat, Catalina Curceanu, Meysam Dadgar,  Manish Das, Kamil Dulski, Aleksander Gajos, Marek Gorgol, Beatrix C.  Hiesmayr, Bo\.zena Jasi\'nska, Krzysztof Kacprzak, Tevfik Kaplanoglu,  {\L}ukasz Kap{\l}on, Konrad Klimaszewski, Pawe{\l} Konieczka, Grzegorz  Korcyl, Tomasz Kozik, Wojciech Krzemie\'n, Deepak Kumar, Simbarashe Moyo,  Wiktor Mryka, Szymon Nied\'zwiecki, Szymon Parzych, Elena P\'erez del R\'io,  Lech Raczy\'nski, Sushil Sharma, Shivani Choudhary, Roman Y. Shopa, Micha{\l}  Silarski, Magdalena Skurzok, Ewa {\L}. St\k{e}pie\'n, Pooja Tanty, Faranak  Tayefi Ardebili, Keyvan Tayefi Ardebili, Kavya Valsan Eliyan, Wojciech  Wi\'slicki ", hep-ph nucl-ex ," 17 pages, 10 figures ",NA," Nature Communications 15, 78 (2024) ", 10.1038/s41467-023-44340-6 ,"   Discrete symmetries play an important role in particle physics with violation of CP connected to the matter-antimatter imbalance in the Universe. We report the most precise test of P, T and CP invariance in decays of ortho-positronium, performed with methodology involving polarization of photons from these decays. Positronium, the simplest bound state of an electron and positron, is of recent interest with discrepancies reported between measured hyperfine energy structure and theory at the level of $10^{-4}$ signaling a need for better understanding of the positronium system at this level. We test discrete symmetries using photon polarizations determined via Compton scattering in the dedicated J-PET tomograph on an event-by-event basis and without the need to control the spin of the positronium with an external magnetic field, in contrast to previous experiments. Our result is consistent with QED expectations at the level of 0.0007 and one standard deviation. ",https://arxiv.org/abs/2401.12092,0
